,Customer_id,City,State,County,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timely Responses,Timely Fixes,Timely Replacements,Reliability,Options,Respectfulness Response,Courteous Exchange,Active Listening
894,H523291,Raymond,SD,Clark,124,Rural,America/Chicago,Farm manager,4.0,59.0,"Some College, 1 or More Years, No Degree",Full Time,22107.4,Separated,Female,No,8.105714198,10,2,0,No,One year,No,No,DSL,Yes,No,No,No,No,No,Yes,No,No,Mailed Check,10.79186592,117.4238169,1582.783024,2,4,3,3,4,3,3,3
895,R261202,Newton,MS,Newton,5935,Suburban,America/Chicago,Retail banker,1.0,55.0,Regular High School Diploma,Student,33186.785,Widowed,Female,No,6.090381961,14,0,0,No,One year,No,No,None,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),3.505235526,183.6293639,596.3449707,2,3,2,4,3,3,4,3
896,E313335,Omaha,NE,Sarpy,17808,Rural,America/Chicago,"Administrator, charities/voluntary organisations",2.0,66.0,Regular High School Diploma,Full Time,25472.79,Widowed,Female,No,6.719029431,13,1,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,11.7391369,143.2825267,1335.902829,5,4,4,3,3,4,3,4
897,P911138,Winter Springs,FL,Seminole,44826,Suburban,America/New_York,"Doctor, general practice",1.0,49.0,Bachelor's Degree,Full Time,33186.785,Widowed,Female,No,12.41385549,13,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,36.19603,163.25042,1460.632443,5,4,4,3,5,4,4,4
898,N843105,Diamondhead,MS,Hancock,8149,Urban,America/Chicago,"Administrator, sports",0.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,33543.36,Married,Female,No,11.39226807,8,0,1,Yes,Two Year,No,No,Fiber Optic,No,Yes,No,No,No,No,No,No,No,Mailed Check,4.709035899,145.2663491,545.1832765,3,4,3,4,5,5,4,4
899,R912684,Bicknell,UT,Wayne,278,Suburban,America/Denver,Advertising copywriter,1.0,32.0,"Some College, 1 or More Years, No Degree",Part Time,18555.15,Never Married,Prefer not to answer,No,36.03975248,12,0,0,No,One year,No,No,None,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,1.611546284,157.6283611,463.6509838,4,5,5,5,3,5,2,4
900,A980855,Conklin,MI,Ottawa,2618,Urban,America/Detroit,Sports administrator,5.0,72.0,Master's Degree,Full Time,40108.38,Married,Male,Yes,13.62825438,5,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,11.55987401,130.540149,1766.074131,3,3,2,3,4,3,5,3
901,G706993,Hartford,SD,Minnehaha,5467,Urban,America/Chicago,Magazine features editor,1.0,53.0,Regular High School Diploma,Retired,18762.01,Separated,Prefer not to answer,Yes,12.17195262,14,0,1,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Mailed Check,5.261212465,212.8103056,3382.424,4,3,4,6,4,4,4,6
902,R860464,Grafton,IL,Jersey,2205,Urban,America/Chicago,"Presenter, broadcasting",1.0,77.0,Regular High School Diploma,Full Time,70372.16,Separated,Female,No,11.71761814,12,0,0,No,Two Year,No,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,15.806584,106.1651639,1490.383762,4,4,5,3,3,5,6,4
903,C774228,Eastchester,NY,Westchester,9663,Suburban,America/New_York,"Nurse, adult",1.0,53.0,"9th Grade to 12th Grade, No Diploma",Student,6424.15,Widowed,Female,No,33.66054506,8,3,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,13.17849974,175.0828129,1328.747604,3,4,4,5,3,5,3,2
904,P451776,Pullman,WA,Whitman,0,Suburban,America/Los_Angeles,"Psychotherapist, child",0.0,48.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Separated,Male,No,4.984251907,9,1,1,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,No,No,No,Bank Transfer(automatic),11.58317216,134.0639296,1199.466728,2,2,2,4,5,3,2,2
905,X400925,Rock View,WV,Wyoming,215,Rural,America/New_York,"Psychotherapist, dance movement",2.0,67.0,Nursery School to 8th Grade,Full Time,33186.785,Married,Female,Yes,4.642480003,8,0,1,No,Month-to-month,No,No,None,Yes,No,No,No,Yes,No,No,Yes,No,Bank Transfer(automatic),12.05713486,127.675679,1234.176575,3,3,2,4,4,3,4,1
906,T79206,Los Angeles,CA,Los Angeles,55652,Suburban,America/Los_Angeles,Museum/gallery exhibitions officer,0.0,53.0,Bachelor's Degree,Full Time,33186.785,Widowed,Male,Yes,9.656261695,11,0,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),3.105139512,219.6576145,809.979871,4,4,3,4,4,4,4,4
907,I709386,Georgetown,LA,Grant,1436,Urban,America/Chicago,Hospital pharmacist,0.0,42.0,Professional School Degree,Full Time,20841.67,Separated,Male,No,8.729347655,12,2,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Credit Card (automatic),9.137809439,183.6731281,1196.870152,4,4,4,4,3,4,4,3
908,V562502,Mount Pleasant,PA,Westmoreland,15964,Urban,America/New_York,Barista,1.0,75.0,Bachelor's Degree,Full Time,7862.38,Widowed,Male,No,0.16935054,11,1,1,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),7.176700824,124.3733761,3382.424,3,3,3,5,1,4,4,4
909,L390014,Newberry Springs,CA,San Bernardino,2792,Rural,America/Los_Angeles,Insurance risk surveyor,0.0,53.0,Master's Degree,Full Time,12000.1,Married,Female,Yes,5.284731865,7,1,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),6.991642782,182.6383135,927.9297296,5,4,4,4,3,5,3,4
910,Q202776,Kansas City,KS,Wyandotte,2479,Urban,America/Chicago,English as a second language teacher,2.0,87.0,Regular High School Diploma,Student,29812.92,Separated,Female,No,7.427948079,12,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,9.637781398,162.9403716,984.2036034,1,2,2,3,4,3,2,3
911,V825508,Warrenville,IL,DuPage,13448,Suburban,America/Chicago,Restaurant manager,1.0,53.0,Bachelor's Degree,Retired,33186.785,Married,Male,Yes,15.86548358,11,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Electronic Check,2.368283285,173.3755748,1148.280787,3,2,4,2,6,3,3,4
912,U747129,South Windsor,CT,Hartford,25823,Rural,America/New_York,Passenger transport manager,1.0,20.0,Master's Degree,Full Time,70419.88,Divorced,Female,No,10.4073662,7,2,0,Yes,One year,No,Yes,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,9.651065829,210.7086179,1719.483972,2,2,1,2,4,1,2,1
913,M830301,Sneedville,TN,Hancock,4685,Suburban,America/New_York,"Therapist, drama",0.0,48.0,Doctorate Degree,Full Time,70133.7,Married,Male,Yes,12.10530232,13,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Credit Card (automatic),8.730405893,258.8635213,1880.78289,4,5,4,3,5,3,3,5
914,E793032,Flora Vista,NM,San Juan,1370,Rural,America/Denver,Maintenance engineer,1.0,53.0,Bachelor's Degree,Full Time,78537.66,Widowed,Male,Yes,15.54320284,9,0,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,4.173314039,222.6202437,1560.361086,3,4,3,3,5,2,3,3
915,T281937,Forsan,TX,Howard,224,Urban,America/Chicago,"Radiographer, diagnostic",1.0,34.0,Nursery School to 8th Grade,Retired,42917.45,Divorced,Male,No,9.12510303,7,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Credit Card (automatic),15.42700763,153.393694,1930.805216,2,2,2,5,5,1,2,1
916,Y595352,Deerfield,MA,Franklin,1439,Suburban,America/New_York,Mining engineer,8.0,30.0,Regular High School Diploma,Full Time,33186.785,Divorced,Male,No,11.01912295,12,2,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Electronic Check,12.91213895,111.756531,1447.711265,3,3,3,5,2,3,4,4
917,F876671,Rockville,MO,Bates,541,Rural,America/Chicago,"Administrator, education",4.0,50.0,Regular High School Diploma,Full Time,18414.04,Widowed,Male,Yes,7.745436519,14,0,2,No,Month-to-month,No,No,None,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),36.19603,143.3192964,836.5749555,2,2,2,4,3,4,3,3
918,R197427,Argillite,KY,Greenup,1209,Suburban,America/New_York,Health and safety adviser,0.0,35.0,Associate's Degree,Full Time,33186.785,Divorced,Male,No,6.220780104,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),10.34327947,162.4208386,1224.604104,2,2,3,4,2,3,3,4
919,Z38983,Victoria,IL,Knox,447,Suburban,America/Chicago,"Programme researcher, broadcasting/film/video",0.0,76.0,Regular High School Diploma,Student,33186.785,Divorced,Male,Yes,10.27126224,10,1,1,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,5.451895614,159.7099608,765.8624235,6,6,5,4,4,5,3,7
920,J611355,Malden,WA,Whitman,271,Rural,America/Los_Angeles,Applications developer,1.0,53.0,Master's Degree,Full Time,97592.52,Never Married,Female,Yes,9.719497895,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),12.81881129,194.9776198,1553.013845,3,3,4,1,4,3,4,2
921,H455492,Mary D,PA,Schuylkill,197,Urban,America/New_York,Tree surgeon,0.0,75.0,Professional School Degree,Unemployed,33186.785,Separated,Male,No,11.05172653,15,0,0,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,8.277054038,149.9892935,1320.132625,3,2,4,3,3,5,3,4
922,A768649,Tucker,AR,Jefferson,2475,Urban,America/Chicago,Music tutor,3.0,37.0,Regular High School Diploma,Full Time,43995.62,Never Married,Female,No,13.93968035,12,0,0,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),14.31596419,182.5370843,1642.394079,4,3,3,3,5,2,1,2
923,M82512,Barrytown,NY,Dutchess,236,Urban,America/New_York,"Teacher, special educational needs",3.0,67.0,Master's Degree,Full Time,26659.08,Separated,Male,Yes,2.294083297,11,2,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Mailed Check,36.19603,203.9488287,876.2446802,2,3,3,3,4,2,3,2
924,T108863,Platina,CA,Trinity,200,Urban,America/Los_Angeles,Health and safety inspector,0.0,53.0,Regular High School Diploma,Full Time,33186.785,Widowed,Female,No,11.96092627,11,1,1,No,One year,No,No,None,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,14.44810037,119.3785644,1424.117227,4,3,4,6,2,4,6,3
925,V611969,Mc Gehee,AR,Desha,4292,Suburban,America/Chicago,Community education officer,0.0,81.0,Bachelor's Degree,Part Time,33186.785,Never Married,Female,Yes,8.82630814,7,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Credit Card (automatic),4.245035615,164.9226308,1083.381195,4,3,4,6,1,3,4,5
926,O344933,Pollocksville,NC,Jones,2053,Rural,America/New_York,"Psychologist, prison and probation services",3.0,26.0,Regular High School Diploma,Full Time,53713.12,Never Married,Male,Yes,7.61502307,7,2,0,Yes,One year,Yes,Yes,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Electronic Check,4.035770971,173.0637047,3382.424,3,2,2,4,3,2,2,2
927,O479736,Mendon,UT,Cache,2358,Rural,America/Denver,Visual merchandiser,1.0,53.0,Nursery School to 8th Grade,Full Time,7598.57,Divorced,Male,Yes,37.01812066,17,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),6.434280902,307.5281242,1482.558282,4,4,4,5,2,4,2,2
928,G632313,Addieville,IL,Washington,1242,Urban,America/Chicago,"Lecturer, further education",3.0,20.0,Associate's Degree,Part Time,33186.785,Married,Male,Yes,7.953515354,4,0,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,36.19603,277.121832,1386.2317,4,5,4,4,2,2,4,3
929,X685005,Eagle,ID,Ada,28275,Suburban,America/Boise,"Editor, commissioning",0.0,18.0,Regular High School Diploma,Retired,29810.9,Never Married,Prefer not to answer,No,6.474812618,11,0,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Mailed Check,2.729451922,150.8252663,3382.424,4,3,4,3,4,3,2,2
930,I237134,Joffre,PA,Washington,116,Urban,America/New_York,Animal nutritionist,1.0,37.0,Master's Degree,Retired,47683.58,Never Married,Female,No,4.688310411,7,1,2,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),5.134989649,183.9305932,806.2451255,3,3,3,2,4,3,3,4
931,X496118,Incline Village,NV,Washoe,8543,Suburban,America/Los_Angeles,Chiropodist,1.0,53.0,Master's Degree,Full Time,77396.38,Married,Female,No,7.315543852,15,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,6.979009919,228.2182566,3382.424,3,2,3,2,4,2,3,1
932,W106729,Halifax,VA,Halifax,6037,Rural,America/New_York,Chief Strategy Officer,4.0,36.0,"9th Grade to 12th Grade, No Diploma",Unemployed,39770.82,Never Married,Female,Yes,10.19194595,17,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),4.816592997,184.2914853,938.5556359,3,3,2,5,4,3,3,4
933,K940748,Valley Park,MS,Issaquena,142,Rural,America/Chicago,Immigration officer,1.0,64.0,GED or Alternative Credential,Student,83953.98,Separated,Female,No,10.91296778,14,2,0,No,One year,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,3.861708438,130.3230182,853.1123448,3,4,3,4,3,3,3,4
934,O270789,Kansas City,MO,Platte,213,Urban,America/Chicago,Ranger/warden,5.0,56.0,"Some College, 1 or More Years, No Degree",Full Time,76785.63,Widowed,Female,Yes,9.13783908,9,1,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,11.58576976,274.5389116,3382.424,3,3,2,3,4,5,4,3
935,I636533,Grayson,GA,Gwinnett,24416,Rural,America/New_York,Physiotherapist,1.0,34.0,Regular High School Diploma,Full Time,37860.53,Separated,Female,No,12.19159398,8,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Mailed Check,1.740841699,195.5455862,3382.424,3,3,3,4,3,4,3,4
936,A945949,Vassalboro,ME,Kennebec,4132,Rural,America/New_York,Actor,9.0,52.0,Master's Degree,Student,38119.34,Divorced,Female,No,8.351228334,6,2,0,No,Two Year,No,No,None,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,36.19603,138.7622012,1375.909262,5,4,4,3,3,4,4,3
937,E161106,Medicine Lake,MT,Sheridan,321,Suburban,America/Denver,Health and safety adviser,2.0,44.0,Bachelor's Degree,Full Time,18073.86,Divorced,Male,No,7.2729722,8,1,0,No,Month-to-month,No,No,None,Yes,Yes,Yes,No,No,No,No,No,No,Electronic Check,4.906579535,113.668445,708.2981607,3,4,3,2,3,4,3,3
938,M957583,Woodland,IL,Iroquois,294,Suburban,America/Chicago,Recruitment consultant,2.0,62.0,"Some College, 1 or More Years, No Degree",Unemployed,45860.11,Never Married,Male,No,9.811160249,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),15.90065569,192.2360637,3382.424,3,3,4,4,4,2,2,2
939,L177821,Sarepta,LA,Webster,2578,Rural,America/Chicago,Patent attorney,1.0,53.0,Master's Degree,Part Time,24499.96,Married,Female,Yes,11.89438103,9,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Electronic Check,1.276890621,140.5589763,848.3285479,4,3,4,2,4,3,4,3
940,X365608,Copan,OK,Washington,1864,Urban,America/Chicago,"Buyer, retail",1.0,34.0,"Some College, 1 or More Years, No Degree",Part Time,4493.49,Married,Female,Yes,8.47545707,9,1,1,No,One year,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Credit Card (automatic),5.915225146,180.5055152,1302.621469,6,5,4,2,5,5,4,6
941,Y653949,Woodsfield,OH,Monroe,4901,Suburban,America/New_York,Tree surgeon,1.0,53.0,"Some College, 1 or More Years, No Degree",Student,17649.89,Separated,Male,Yes,8.643090528,9,0,1,Yes,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),2.646328849,160.9128132,730.6968601,4,5,4,3,3,5,3,4
942,X132040,Mount Crawford,VA,Rockingham,2840,Suburban,America/New_York,"Engineer, manufacturing",4.0,46.0,No Schooling Completed,Full Time,9035.25,Divorced,Female,Yes,13.51493722,12,0,2,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),13.7944302,141.0706256,1965.419062,4,4,3,4,2,3,4,3
943,R676234,Cando,ND,Towner,1397,Urban,America/Chicago,"Surveyor, building control",1.0,53.0,"9th Grade to 12th Grade, No Diploma",Full Time,60251.75,Divorced,Male,Yes,13.20160356,11,2,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,1.550579619,177.2016611,771.5712211,2,2,3,4,4,3,4,4
944,O632318,Galva,KS,McPherson,1655,Rural,America/Chicago,Building control surveyor,1.0,54.0,Regular High School Diploma,Full Time,17773.11,Separated,Female,Yes,10.89636557,12,0,0,No,Two Year,No,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,10.03364243,211.1547837,1830.93361,5,5,7,3,4,4,5,4
945,O744533,Goodman,MS,Holmes,1769,Suburban,America/Chicago,Senior tax professional/tax inspector,1.0,60.0,"Some College, 1 or More Years, No Degree",Full Time,47573.47,Married,Female,Yes,14.63388313,14,1,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),14.63294721,174.0455719,1486.699299,5,4,4,4,3,4,3,4
946,R607131,Jamestown,CA,Tuolumne,7711,Suburban,America/Los_Angeles,"Administrator, Civil Service",1.0,53.0,Regular High School Diploma,Full Time,47529.47,Married,Female,Yes,12.77639645,14,1,0,No,Month-to-month,No,Yes,None,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,7.380291282,117.0722618,823.39436,4,5,4,2,5,3,3,3
947,Z842303,Bethlehem,PA,Northampton,21044,Urban,America/New_York,"Administrator, education",10.0,20.0,Regular High School Diploma,Full Time,59153.65,Separated,Male,No,39.8654762,12,0,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),1.047382039,174.0032721,641.845268,3,4,2,5,1,4,4,2
948,L912943,Lansing,MI,Ingham,26086,Suburban,America/Detroit,Information systems manager,1.0,89.0,Bachelor's Degree,Full Time,71934.85,Married,Female,Yes,11.84848243,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,No,Electronic Check,2.371911572,208.7222494,3382.424,3,3,3,4,4,4,3,4
949,N715806,South Webster,OH,Scioto,2090,Suburban,America/New_York,Research scientist (maths),1.0,77.0,Regular High School Diploma,Full Time,32149.05,Widowed,Male,No,9.879668154,8,2,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Electronic Check,4.905988692,192.5985242,738.8929143,2,2,2,2,5,3,2,3
950,A385989,Saint Paul,MN,Ramsey,26736,Urban,America/Chicago,Pension scheme manager,1.0,25.0,Bachelor's Degree,Part Time,113086.55,Divorced,Prefer not to answer,No,12.41951649,16,3,1,No,Two Year,No,Yes,None,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,2.253077812,149.2386503,534.5843758,4,4,4,3,3,3,3,4
951,W550892,Marksville,LA,Avoyelles,10891,Suburban,America/Chicago,Ceramics designer,1.0,89.0,Regular High School Diploma,Full Time,33186.785,Never Married,Male,Yes,6.841708377,15,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,1.59959844,169.1399449,427.0934802,5,4,4,3,5,3,4,4
952,W309935,Entiat,WA,Chelan,1909,Rural,America/Los_Angeles,Armed forces logistics/support/administrative officer,1.0,39.0,Bachelor's Degree,Student,21128.1,Separated,Male,Yes,9.859833615,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,27.46106977,222.2214064,3382.424,5,5,4,4,3,4,4,4
953,Y714473,Thorndale,TX,Milam,3052,Suburban,America/Chicago,Site engineer,2.0,58.0,Regular High School Diploma,Student,17104.94,Married,Male,Yes,10.73305346,15,0,1,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,1.457335487,199.6301566,1072.481938,3,4,4,4,2,3,4,5
954,N762754,Groveton,TX,Trinity,3137,Suburban,America/Chicago,Investment analyst,10.0,53.0,"Some College, 1 or More Years, No Degree",Student,132139.98,Married,Male,Yes,9.974952065,16,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,17.34243942,256.0656776,2389.270826,3,3,3,3,3,5,4,3
955,U517091,Lenox,MO,Dent,231,Suburban,America/Chicago,Physiological scientist,0.0,88.0,Regular High School Diploma,Student,6953.72,Divorced,Male,Yes,11.39311488,14,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,36.19603,191.1604696,1663.694612,2,2,4,2,4,3,1,3
956,P181267,Far Rockaway,NY,Queens,12919,Urban,America/New_York,Mudlogger,1.0,27.0,"Some College, Less than 1 Year",Full Time,68776.91,Separated,Male,No,10.15916106,14,1,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),16.66814552,118.2190809,1887.894567,3,3,3,6,3,5,4,4
957,I916859,Rowland,NC,Robeson,8854,Suburban,America/New_York,Professor Emeritus,0.0,53.0,"Some College, 1 or More Years, No Degree",Part Time,131500.47,Never Married,Male,Yes,11.80754139,16,1,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Electronic Check,16.66213522,219.5300045,1943.761302,5,3,4,5,2,5,5,2
958,C299043,Sinton,TX,San Patricio,9481,Suburban,America/Chicago,Financial controller,1.0,85.0,Professional School Degree,Full Time,33186.785,Married,Male,No,8.732120424,14,2,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,14.38485335,142.2222834,1794.480836,5,4,4,2,4,4,4,3
959,Y184043,Thompson Ridge,NY,Orange,189,Suburban,America/New_York,Phytotherapist,1.0,21.0,Master's Degree,Full Time,36226.45,Separated,Male,No,9.472860628,13,1,0,Yes,One year,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,1.443775322,141.9180187,985.5778302,4,4,4,4,3,4,4,3
960,N304752,Friars Point,MS,Coahoma,1284,Urban,America/Chicago,Energy manager,1.0,23.0,Associate's Degree,Full Time,44520.0,Widowed,Female,Yes,15.64731604,13,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Credit Card (automatic),9.349597147,276.6077236,1589.339963,4,4,3,3,4,4,3,4
961,E996160,Hopeton,OK,Woods,29,Rural,America/Chicago,Manufacturing engineer,2.0,72.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Separated,Male,No,9.272391541,12,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Credit Card (automatic),4.945014197,161.6831154,792.520824,3,3,3,5,3,4,3,3
962,Z888785,Pawtucket,RI,Providence,25044,Suburban,America/New_York,Multimedia specialist,0.0,37.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Married,Female,No,6.867895636,11,0,1,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,8.015401085,114.8273134,3382.424,5,5,5,3,3,4,6,4
963,Q345021,King And Queen Court House,VA,King and Queen,678,Suburban,America/New_York,Advertising art director,1.0,31.0,Associate's Degree,Unemployed,55821.74,Divorced,Female,Yes,2.788771176,12,1,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Electronic Check,1.153881327,203.8493666,3382.424,4,4,3,3,5,4,4,2
964,J473225,Arlington,TX,Tarrant,22640,Urban,America/Chicago,Hospital pharmacist,3.0,29.0,Regular High School Diploma,Full Time,88584.08,Separated,Female,No,7.474806106,16,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),18.09905454,147.5988037,1738.098524,5,3,4,5,2,5,3,3
965,L380389,Tacna,AZ,Yuma,510,Urban,America/Phoenix,"Production assistant, television",1.0,80.0,"Some College, Less than 1 Year",Full Time,6274.49,Widowed,Male,Yes,8.388484157,13,0,2,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,36.19603,140.398815,474.5558784,3,5,3,5,3,4,3,3
966,R00362,Saint Albans Bay,VT,Franklin,0,Suburban,America/New_York,Games developer,1.0,23.0,Regular High School Diploma,Full Time,33186.785,Divorced,Male,Yes,8.835603168,15,4,1,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,11.20984456,190.5650019,2026.429158,4,5,3,3,3,6,5,6
967,D760092,Buffalo,TX,Leon,5494,Rural,America/Chicago,"Surveyor, land/geomatics",1.0,70.0,"Some College, Less than 1 Year",Retired,20377.63,Married,Female,Yes,12.31811447,7,1,1,No,One year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,5.566520625,224.2283057,1434.828418,4,4,3,4,2,5,4,3
